official_list_id,name,address,prefecture,municipality,stall_count,max_kw,tesla_location_id,official_source_url,stall_count_source_url,source_checked_at,review_status
"39","福岡 - 中洲川端","812-0027 福岡県福岡市博多区下川端町 3-1","福岡県","","3","72","fukuokanakasukawabatasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/fukuokanakasukawabatasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"40","福岡 - 西","819-0014 福岡県福岡市西区豊浜 3-1-10","福岡県","","4","250","455303","https://www.tesla.com/ja_JP/findus/location/supercharger/455303","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"41","鹿児島","891-0115 鹿児島県鹿児島市東開町 ７","鹿児島県","","6","250","kagoshimasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/kagoshimasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"42","北九州","805-0071 福岡県北九州市八幡東区東田 4-1-1","福岡県","","6","250","kitakyushusupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/kitakyushusupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"43","宮崎","880-0905 宮崎県宮崎市中村西 3-94-1","宮崎県","","4","250","miyazakisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/miyazakisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"44","那覇 - 天久","900-0005 沖縄県那覇市天久 1068-9","沖縄県","","3","250","455452","https://www.tesla.com/ja_JP/findus/location/supercharger/455452","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"45","大分","870-0174 大分県大分市公園通り西 2-1","大分県","","4","150","oitasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/oitasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"46","熊本","861-2101 熊本県熊本市東区桜木 6-6-1","熊本県","","4","250","kumamotosupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/kumamotosupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"47","福岡","811-2221 福岡県糟屋郡須恵町旅石 845-1","福岡県","","6","138","fukuokasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/fukuokasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"48","福岡 - 東","813-0016 福岡県福岡市東区香椎浜 3-12-1","福岡県","","4","250","405253","https://www.tesla.com/ja_JP/findus/location/supercharger/405253","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"49","苫小牧","053-0031 北海道苫小牧市春日町 1-14-14","北海道","","4","250","31660","https://www.tesla.com/ja_JP/findus/location/supercharger/31660","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"50","函館","041-0802 北海道函館市石川町 85-1","北海道","","4","250","hokkaidohakodatesupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/hokkaidohakodatesupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"51","札幌 - 大通","060-0041 北海道札幌市中央区大通東 1-2","北海道","","4","250","hokkaidosapporosupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/hokkaidosapporosupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"52","川崎 - 子母口","213-0023 神奈川県川崎市高津区子母口 496","神奈川県","","4","250","451262","https://www.tesla.com/ja_JP/findus/location/supercharger/451262","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"53","秋田","010-1415 秋田県秋田市御所野湯本 2-1-4","秋田県","","4","250","31658","https://www.tesla.com/ja_JP/findus/location/supercharger/31658","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"54","青森","030-0131 青森県青森市問屋町 2-3-4","青森県","","3","250","aomorisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/aomorisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"55","仙台（地下駐車場）","981-3204 宮城県仙台市泉区寺岡 6-2-1","宮城県","","4","130","sendairoyalparkhotelsupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/sendairoyalparkhotelsupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"56","仙台 - 宮城野","983-0034 宮城県仙台市宮城野区扇町 2-2-13","宮城県","","4","250","413155","https://www.tesla.com/ja_JP/findus/location/supercharger/413155","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"57","山形","990-2338 山形県山形市蔵王松ケ丘 2-1-3","山形県","","4","250","yamagatasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/yamagatasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"58","盛岡","020-0866 岩手県盛岡市本宮 4-40-20","岩手県","","6","130","moriokatsutayasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/moriokatsutayasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"59","郡山","963-0205 福島県郡山市堤 3-174-1","福島県","","4","250","koriyamasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/koriyamasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"60","酒田","998-0875 山形県酒田市東町 1丁目7-20","山形県","","4","250","31661","https://www.tesla.com/ja_JP/findus/location/supercharger/31661","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"61","茨木","567-0033 大阪府茨木市松ヶ本町 8-30","大阪府","","6","250","ibarakisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/ibarakisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"62","伊丹昆陽","664-0027 兵庫県伊丹市池尻 4丁目1-1","兵庫県","","8","250","itamikoyasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/itamikoyasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"63","貝塚","597-0021 大阪府貝塚市小瀬 391-1","大阪府","","3","250","osakakaizukasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/osakakaizukasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"64","神戸 - 三宮","651-0085 兵庫県神戸市中央区八幡通 3-2-23","兵庫県","","6","250","kobesannomiyasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/kobesannomiyasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"65","京都東","607-8067 京都府京都市山科区音羽前田町 50-5","京都府","","4","250","413404","https://www.tesla.com/ja_JP/findus/location/supercharger/413404","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"66","みえ川越","510-8125 三重県三重郡川越町北福崎 175","三重県","","6","250","miekawagoesupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/miekawagoesupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"67","橿原","634-0837 奈良県橿原市曲川町 7-20-1","奈良県","","4","250","narakashiharasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/narakashiharasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"68","大阪 - 鶴見","538-0053 大阪府大阪市鶴見区鶴見 4-17-1","大阪府","","4","250","osakatsurumisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/osakatsurumisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"69","大阪 - 天王寺","543-0063 大阪府大阪市天王寺区茶臼山町 1-3","大阪府","","5","250","17590","https://www.tesla.com/ja_JP/findus/location/supercharger/17590","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"70","りんくう泉南","590-0535 大阪府泉南市りんくう南浜 3-12","大阪府","","6","250","34066","https://www.tesla.com/ja_JP/findus/location/supercharger/34066","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"71","堺","590-0905 大阪府堺市堺区鉄砲町 1","大阪府","","6","250","34069","https://www.tesla.com/ja_JP/findus/location/supercharger/34069","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"72","高槻","569-8567 大阪府高槻市萩之庄 3-47-2","大阪府","","8","250","takatsukisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/takatsukisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"73","多気","519-2170 三重県多気郡多気町 672-1","三重県","","4","250","mietakisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/mietakisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"74","西宮","662-0842 兵庫県西宮市芦原町 9-23","兵庫県","","4","250","59307","https://www.tesla.com/ja_JP/findus/location/supercharger/59307","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"75","南紀","646-0011 和歌山県田辺市新庄町 2064-1","和歌山県","","4","130","teslanankishirahama","https://www.tesla.com/ja_JP/findus/location/supercharger/teslanankishirahama","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"76","大阪 - 上本町","543-0001 大阪府大阪市天王寺区 上本町 6-1-55","大阪府","","8","250","uehonmachisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/uehonmachisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"77","京都","600-8237 京都府京都市下京区東堀川通り塩小路下ル松明町 1","京都府","","4","72","kyotojpsupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/kyotojpsupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"78","京都 - 四条","615-0051 京都府京都市右京区西院安塚町 1","京都府","","6","250","kyotoshijosupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/kyotoshijosupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"79","伊賀","518-0809 三重県伊賀市西明寺 2756-104","三重県","","4","250","mieigasupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/mieigasupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"80","大津","520-2101 滋賀県大津市青山 5-13-1","滋賀県","","4","250","shigaotsusupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/shigaotsusupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"81","大阪 - 扇町","530-0053 大阪府大阪市北区末広町 2-40","大阪府","","6","250","osakaogimachisupercharger","https://www.tesla.com/ja_JP/findus/location/supercharger/osakaogimachisupercharger","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
"82","豊中","561-0843 大阪府豊中市上津島 1-1-20","大阪府","","8","150","osakatoyonaka","https://www.tesla.com/ja_JP/findus/location/supercharger/osakatoyonaka","https://supercharge.info/service/supercharge/allSites","2026-07-22","postal_code_match"
